"frequency"
"Organic compounds; Organosulfur compounds; Thioethers; Aryl thioethers; Diarylthioethers"	41
"Organic compounds; Phenylpropanoids and polyketides; 2-arylbenzofuran flavonoids"	189
"Organic compounds; Phenylpropanoids and polyketides; Anthracyclines"	17
"Organic compounds; Phenylpropanoids and polyketides; Cinnamic acids and derivatives"	39
"Organic compounds; Phenylpropanoids and polyketides; Cinnamic acids and derivatives; Cinnamic acid esters"	26
"Organic compounds; Phenylpropanoids and polyketides; Cinnamic acids and derivatives; Hydroxycinnamic acids and derivatives; Coumaric acids and derivatives"	682
"Organic compounds; Phenylpropanoids and polyketides; Cinnamic acids and derivatives; Hydroxycinnamic acids and derivatives; Hydroxycinnamic acid esters"	342
"Organic compounds; Phenylpropanoids and polyketides; Coumarins and derivatives"	12
"Organic compounds; Phenylpropanoids and polyketides; Coumarins and derivatives; Coumarin glycosides"	146
"Organic compounds; Phenylpropanoids and polyketides; Coumarins and derivatives; Hydroxycoumarins"	20
"Organic compounds; Phenylpropanoids and polyketides; Depsides and depsidones"	39
"Organic compounds; Phenylpropanoids and polyketides; Diarylheptanoids"	38
"Organic compounds; Phenylpropanoids and polyketides; Diarylheptanoids; Linear diarylheptanoids"	93
"Organic compounds; Phenylpropanoids and polyketides; Flavonoids"	9
"Organic compounds; Phenylpropanoids and polyketides; Flavonoids; Biflavonoids and polyflavonoids"	156
"Organic compounds; Phenylpropanoids and polyketides; Flavonoids; Flavans; Flavan-3-ols"	175
"Organic compounds; Phenylpropanoids and polyketides; Flavonoids; Flavones"	25
"Organic compounds; Phenylpropanoids and polyketides; Flavonoids; Flavonoid glycosides"	569
"Organic compounds; Phenylpropanoids and polyketides; Flavonoids; Flavonoid glycosides; Flavonoid C-glycosides"	208
"Organic compounds; Phenylpropanoids and polyketides; Flavonoids; Flavonoid glycosides; Flavonoid O-glycosides"	4305
"Organic compounds; Phenylpropanoids and polyketides; Flavonoids; Hydroxyflavonoids; 3-hydroxyflavonoids"	73
"Organic compounds; Phenylpropanoids and polyketides; Flavonoids; Hydroxyflavonoids; 4-hydroxyflavonoids"	135
"Organic compounds; Phenylpropanoids and polyketides; Flavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids"	86
"Organic compounds; Phenylpropanoids and polyketides; Isoflavonoids; Isoflavonoid O-glycosides"	273
"Organic compounds; Phenylpropanoids and polyketides; Linear 1,3-diarylpropanoids; Chalcones and dihydrochalcones; Retrochalcones"	84
"Organic compounds; Phenylpropanoids and polyketides; Macrolactams"	18
"Organic compounds; Phenylpropanoids and polyketides; Tannins; Hydrolyzable tannins"	13
"Organic compounds; Phenylpropanoids and polyketides; Tetracyclines"	59
